info: Jan-19-2022 17:03:47: 	User not logged in
info: Jan-19-2022 17:04:57: 	[object Object]
error: Jan-19-2022 17:04:57: 	500 - Internal Server Error - contact validation failed: userId: Path `userId` is required. - /contact/create - POST - ::1
info: Jan-19-2022 17:05:32: 	MongoDB Connection Successful
info: Jan-19-2022 17:05:32: 	Server started and running on http://localhost:5000
info: Jan-19-2022 17:05:34: 	MongoDB Connection Successful
info: Jan-19-2022 17:05:34: 	Server started and running on http://localhost:5000
info: Jan-19-2022 17:05:39: 	MongoDB Connection Successful
info: Jan-19-2022 17:05:39: 	Server started and running on http://localhost:5000
info: Jan-19-2022 17:05:43: 	[object Object]
error: Jan-19-2022 17:05:45: 	500 - Internal Server Error - E11000 duplicate key error collection: CODINE.contacts index: email_1 dup key: { email: "devangmanjramkar@gmail.com" } - /contact/create - POST - ::1
info: Jan-19-2022 17:06:08: 	[object Object]
error: Jan-19-2022 17:06:08: 	500 - Internal Server Error - E11000 duplicate key error collection: CODINE.contacts index: email_1 dup key: { email: "devangmanjramkar@gmail.com" } - /contact/create - POST - ::1
info: Jan-19-2022 17:06:22: 	[object Object]
info: Jan-19-2022 17:06:22: 	Form Submission Successful
info: Jan-19-2022 17:08:20: 	MongoDB Connection Successful
info: Jan-19-2022 17:08:20: 	Server started and running on http://localhost:5000
info: Jan-19-2022 21:10:15: 	MongoDB Connection Successful
info: Jan-19-2022 21:10:15: 	Server started and running on http://localhost:5000
info: Jan-19-2022 21:10:24: 	MongoDB Connection Successful
info: Jan-19-2022 21:10:24: 	Server started and running on http://localhost:5000
info: Jan-19-2022 21:10:34: 	JWT Signed and sent as response for login request
info: Jan-19-2022 21:14:55: 	MongoDB Connection Successful
info: Jan-19-2022 21:14:55: 	Server started and running on http://localhost:5000
info: Jan-19-2022 21:14:58: 	MongoDB Connection Successful
info: Jan-19-2022 21:14:58: 	Server started and running on http://localhost:5000
info: Jan-19-2022 21:15:14: 	MongoDB Connection Successful
info: Jan-19-2022 21:15:14: 	Server started and running on http://localhost:5000
info: Jan-19-2022 21:15:16: 	MongoDB Connection Successful
info: Jan-19-2022 21:15:16: 	Server started and running on http://localhost:5000
info: Jan-19-2022 21:26:55: 	MongoDB Connection Successful
info: Jan-19-2022 21:26:55: 	Server started and running on http://localhost:5000
info: Jan-19-2022 21:26:57: 	MongoDB Connection Successful
info: Jan-19-2022 21:26:57: 	Server started and running on http://localhost:5000
info: Jan-19-2022 21:27:01: 	MongoDB Connection Successful
info: Jan-19-2022 21:27:01: 	Server started and running on http://localhost:5000
info: Jan-19-2022 21:27:07: 	MongoDB Connection Successful
info: Jan-19-2022 21:27:07: 	Server started and running on http://localhost:5000
info: Jan-19-2022 21:27:10: 	MongoDB Connection Successful
info: Jan-19-2022 21:27:10: 	Server started and running on http://localhost:5000
info: Jan-19-2022 21:27:24: 	MongoDB Connection Successful
info: Jan-19-2022 21:27:24: 	Server started and running on http://localhost:5000
info: Jan-19-2022 21:27:40: 	MongoDB Connection Successful
info: Jan-19-2022 21:27:40: 	Server started and running on http://localhost:5000
info: Jan-19-2022 21:27:43: 	MongoDB Connection Successful
info: Jan-19-2022 21:27:43: 	Server started and running on http://localhost:5000
info: Jan-19-2022 21:27:49: 	MongoDB Connection Successful
info: Jan-19-2022 21:27:49: 	Server started and running on http://localhost:5000
info: Jan-19-2022 21:27:57: 	MongoDB Connection Successful
info: Jan-19-2022 21:27:57: 	Server started and running on http://localhost:5000
info: Jan-19-2022 21:28:00: 	MongoDB Connection Successful
info: Jan-19-2022 21:28:00: 	Server started and running on http://localhost:5000
info: Jan-19-2022 21:28:02: 	MongoDB Connection Successful
info: Jan-19-2022 21:28:02: 	Server started and running on http://localhost:5000
info: Jan-19-2022 21:28:12: 	MongoDB Connection Successful
info: Jan-19-2022 21:28:12: 	Server started and running on http://localhost:5000
info: Jan-19-2022 21:28:13: 	MongoDB Connection Successful
info: Jan-19-2022 21:28:13: 	Server started and running on http://localhost:5000
info: Jan-19-2022 21:28:20: 	MongoDB Connection Successful
info: Jan-19-2022 21:28:20: 	Server started and running on http://localhost:5000
info: Jan-19-2022 21:28:21: 	MongoDB Connection Successful
info: Jan-19-2022 21:28:21: 	Server started and running on http://localhost:5000
info: Jan-19-2022 21:28:31: 	MongoDB Connection Successful
info: Jan-19-2022 21:28:31: 	Server started and running on http://localhost:5000
info: Jan-19-2022 21:28:36: 	MongoDB Connection Successful
info: Jan-19-2022 21:28:36: 	Server started and running on http://localhost:5000
info: Jan-19-2022 21:28:39: 	MongoDB Connection Successful
info: Jan-19-2022 21:28:39: 	Server started and running on http://localhost:5000
info: Jan-19-2022 21:28:40: 	MongoDB Connection Successful
info: Jan-19-2022 21:28:40: 	Server started and running on http://localhost:5000
info: Jan-19-2022 21:28:46: 	MongoDB Connection Successful
info: Jan-19-2022 21:28:46: 	Server started and running on http://localhost:5000
info: Jan-19-2022 21:28:48: 	MongoDB Connection Successful
info: Jan-19-2022 21:28:48: 	Server started and running on http://localhost:5000
info: Jan-19-2022 21:28:50: 	MongoDB Connection Successful
info: Jan-19-2022 21:28:50: 	Server started and running on http://localhost:5000
info: Jan-19-2022 21:28:57: 	MongoDB Connection Successful
info: Jan-19-2022 21:28:57: 	Server started and running on http://localhost:5000
info: Jan-19-2022 21:28:59: 	MongoDB Connection Successful
info: Jan-19-2022 21:28:59: 	Server started and running on http://localhost:5000
info: Jan-19-2022 21:29:09: 	MongoDB Connection Successful
info: Jan-19-2022 21:29:09: 	Server started and running on http://localhost:5000
info: Jan-19-2022 21:29:11: 	MongoDB Connection Successful
info: Jan-19-2022 21:29:11: 	Server started and running on http://localhost:5000
info: Jan-19-2022 21:29:18: 	MongoDB Connection Successful
info: Jan-19-2022 21:29:18: 	Server started and running on http://localhost:5000
